"","round","contribution","frequency","mean","replicationNumber"
"4306",4,6,0.141,4.578,49
"4307",4,8,0.091,4.578,49
"4308",4,10,0.11,4.578,49
"4309",5,0,0.104,4.412,49
"4310",5,2,0.173,4.412,49
"4311",5,4,0.413,4.412,49
"4312",5,6,0.127,4.412,49
"4313",5,8,0.089,4.412,49
"4314",5,10,0.094,4.412,49
"4315",6,0,0.108,4.386,49
"4316",6,2,0.154,4.386,49
"4317",6,4,0.435,4.386,49
"4318",6,6,0.123,4.386,49
"4319",6,8,0.1,4.386,49
"4320",6,10,0.08,4.386,49
"4321",7,0,0.107,4.31,49
"4322",7,2,0.151,4.31,49
"4323",7,4,0.457,4.31,49
"4324",7,6,0.122,4.31,49
"4325",7,8,0.091,4.31,49
"4326",7,10,0.072,4.31,49
"4327",8,0,0.116,4.344,49
"4328",8,2,0.147,4.344,49
"4329",8,4,0.441,4.344,49
"4330",8,6,0.126,4.344,49
"4331",8,8,0.085,4.344,49
"4332",8,10,0.085,4.344,49
"4333",9,0,0.104,4.382,49
"4334",9,2,0.15,4.382,49
"4335",9,4,0.454,4.382,49
"4336",9,6,0.125,4.382,49
"4337",9,8,0.077,4.382,49
"4338",9,10,0.09,4.382,49
"4339",10,0,0.106,4.296,49
"4340",10,2,0.153,4.296,49
"4341",10,4,0.453,4.296,49
"4342",10,6,0.141,4.296,49
"4343",10,8,0.069,4.296,49
"4344",10,10,0.078,4.296,49
"4345",11,0,0.087,4.364,49
"4346",11,2,0.15,4.364,49
"4347",11,4,0.477,4.364,49
"4348",11,6,0.145,4.364,49
"4349",11,8,0.062,4.364,49
"4350",11,10,0.079,4.364,49
"4351",12,0,0.093,4.372,49
"4352",12,2,0.161,4.372,49
"4353",12,4,0.452,4.372,49
"4354",12,6,0.139,4.372,49
"4355",12,8,0.071,4.372,49
"4356",12,10,0.084,4.372,49
"4357",13,0,0.095,4.278,49
"4358",13,2,0.146,4.278,49
"4359",13,4,0.495,4.278,49
"4360",13,6,0.13,4.278,49
"4361",13,8,0.057,4.278,49
"4362",13,10,0.077,4.278,49
"4363",14,0,0.094,4.374,49
"4364",14,2,0.131,4.374,49
"4365",14,4,0.513,4.374,49
"4366",14,6,0.108,4.374,49
"4367",14,8,0.064,4.374,49
"4368",14,10,0.09,4.374,49
"4369",1,0,0.098,4.522,48
"4370",1,2,0.199,4.522,48
"4371",1,4,0.339,4.522,48
"4372",1,6,0.187,4.522,48
"4373",1,8,0.062,4.522,48
"4374",1,10,0.115,4.522,48
"4375",2,0,0.096,4.602,48
"4376",2,2,0.179,4.602,48
"4377",2,4,0.354,4.602,48
"4378",2,6,0.192,4.602,48
"4379",2,8,0.057,4.602,48
"4380",2,10,0.122,4.602,48
"4381",3,0,0.088,4.758,48
"4382",3,2,0.167,4.758,48
"4383",3,4,0.361,4.758,48
"4384",3,6,0.183,4.758,48
"4385",3,8,0.064,4.758,48
"4386",3,10,0.137,4.758,48
"4387",4,0,0.086,4.81,48
"4388",4,2,0.161,4.81,48
"4389",4,4,0.36,4.81,48
"4390",4,6,0.187,4.81,48
"4391",4,8,0.067,4.81,48
"4392",4,10,0.139,4.81,48
"4393",5,0,0.08,4.792,48
"4394",5,2,0.164,4.792,48
"4395",5,4,0.374,4.792,48
"4396",5,6,0.174,4.792,48
"4397",5,8,0.078,4.792,48
"4398",5,10,0.13,4.792,48
"4399",6,0,0.07,4.862,48
"4400",6,2,0.163,4.862,48
"4401",6,4,0.373,4.862,48
"4402",6,6,0.178,4.862,48
"4403",6,8,0.092,4.862,48
"4404",6,10,0.124,4.862,48
"4405",7,0,0.071,4.858,48
"4406",7,2,0.181,4.858,48
"4407",7,4,0.364,4.858,48
"4408",7,6,0.153,4.858,48
"4409",7,8,0.094,4.858,48
"4410",7,10,0.137,4.858,48
"4411",8,0,0.07,4.802,48
"4412",8,2,0.198,4.802,48
"4413",8,4,0.349,4.802,48
"4414",8,6,0.155,4.802,48
"4415",8,8,0.1,4.802,48
"4416",8,10,0.128,4.802,48
"4417",9,0,0.055,4.874,48
"4418",9,2,0.213,4.874,48
"4419",9,4,0.332,4.874,48
"4420",9,6,0.172,4.874,48
"4421",9,8,0.096,4.874,48
"4422",9,10,0.132,4.874,48
"4423",10,0,0.048,4.918,48
"4424",10,2,0.207,4.918,48
"4425",10,4,0.339,4.918,48
"4426",10,6,0.179,4.918,48
"4427",10,8,0.098,4.918,48
"4428",10,10,0.129,4.918,48
"4429",11,0,0.043,4.728,48
"4430",11,2,0.239,4.728,48
"4431",11,4,0.338,4.728,48
"4432",11,6,0.182,4.728,48
"4433",11,8,0.087,4.728,48
"4434",11,10,0.111,4.728,48
"4435",12,0,0.052,4.732,48
"4436",12,2,0.214,4.732,48
"4437",12,4,0.349,4.732,48
"4438",12,6,0.187,4.732,48
"4439",12,8,0.097,4.732,48
"4440",12,10,0.101,4.732,48
"4441",13,0,0.042,4.814,48
"4442",13,2,0.213,4.814,48
"4443",13,4,0.337,4.814,48
"4444",13,6,0.21,4.814,48
"4445",13,8,0.1,4.814,48
"4446",13,10,0.098,4.814,48
"4447",14,0,0.037,4.872,48
"4448",14,2,0.218,4.872,48
"4449",14,4,0.333,4.872,48
"4450",14,6,0.201,4.872,48
"4451",14,8,0.106,4.872,48
"4452",14,10,0.105,4.872,48
"4453",1,0,0.092,4.698,47
"4454",1,2,0.181,4.698,47
"4455",1,4,0.323,4.698,47
"4456",1,6,0.215,4.698,47
"4457",1,8,0.068,4.698,47
"4458",1,10,0.121,4.698,47
"4459",2,0,0.094,4.682,47
"4460",2,2,0.178,4.682,47
"4461",2,4,0.316,4.682,47
"4462",2,6,0.233,4.682,47
"4463",2,8,0.063,4.682,47
"4464",2,10,0.116,4.682,47
"4465",3,0,0.089,4.772,47
"4466",3,2,0.18,4.772,47
"4467",3,4,0.313,4.772,47
"4468",3,6,0.217,4.772,47
"4469",3,8,0.076,4.772,47
"4470",3,10,0.125,4.772,47
"4471",4,0,0.098,4.798,47
"4472",4,2,0.168,4.798,47
"4473",4,4,0.305,4.798,47
"4474",4,6,0.227,4.798,47
"4475",4,8,0.07,4.798,47
"4476",4,10,0.132,4.798,47
"4477",5,0,0.105,4.706,47
"4478",5,2,0.168,4.706,47
"4479",5,4,0.309,4.706,47
"4480",5,6,0.231,4.706,47
"4481",5,8,0.061,4.706,47
"4482",5,10,0.126,4.706,47
"4483",6,0,0.092,4.86,47
"4484",6,2,0.165,4.86,47
"4485",6,4,0.303,4.86,47
"4486",6,6,0.238,4.86,47
"4487",6,8,0.065,4.86,47
"4488",6,10,0.137,4.86,47
"4489",7,0,0.099,4.8,47
"4490",7,2,0.169,4.8,47
"4491",7,4,0.292,4.8,47
"4492",7,6,0.238,4.8,47
"4493",7,8,0.077,4.8,47
"4494",7,10,0.125,4.8,47
"4495",8,0,0.096,4.718,47
"4496",8,2,0.175,4.718,47
"4497",8,4,0.32,4.718,47
"4498",8,6,0.213,4.718,47
"4499",8,8,0.075,4.718,47
"4500",8,10,0.121,4.718,47
"4501",9,0,0.113,4.596,47
"4502",9,2,0.184,4.596,47
"4503",9,4,0.308,4.596,47
"4504",9,6,0.209,4.596,47
"4505",9,8,0.059,4.596,47
"4506",9,10,0.127,4.596,47
"4507",10,0,0.107,4.66,47
"4508",10,2,0.169,4.66,47
"4509",10,4,0.314,4.66,47
"4510",10,6,0.227,4.66,47
"4511",10,8,0.063,4.66,47
"4512",10,10,0.12,4.66,47
"4513",11,0,0.103,4.7,47
"4514",11,2,0.15,4.7,47
"4515",11,4,0.349,4.7,47
"4516",11,6,0.21,4.7,47
"4517",11,8,0.068,4.7,47
"4518",11,10,0.12,4.7,47
"4519",12,0,0.111,4.71,47
"4520",12,2,0.139,4.71,47
"4521",12,4,0.357,4.71,47
"4522",12,6,0.201,4.71,47
"4523",12,8,0.061,4.71,47
"4524",12,10,0.131,4.71,47
"4525",13,0,0.111,4.644,47
"4526",13,2,0.133,4.644,47
"4527",13,4,0.366,4.644,47
"4528",13,6,0.22,4.644,47
"4529",13,8,0.053,4.644,47
"4530",13,10,0.117,4.644,47
"4531",14,0,0.111,4.694,47
"4532",14,2,0.131,4.694,47
"4533",14,4,0.372,4.694,47
"4534",14,6,0.197,4.694,47
"4535",14,8,0.064,4.694,47
"4536",14,10,0.125,4.694,47
"4537",1,0,0.103,4.462,46
"4538",1,2,0.202,4.462,46
"4539",1,4,0.335,4.462,46
"4540",1,6,0.187,4.462,46
"4541",1,8,0.067,4.462,46
"4542",1,10,0.106,4.462,46
"4543",2,0,0.086,4.448,46
"4544",2,2,0.213,4.448,46
"4545",2,4,0.361,4.448,46
"4546",2,6,0.174,4.448,46
"4547",2,8,0.063,4.448,46
"4548",2,10,0.103,4.448,46
"4549",3,0,0.092,4.434,46
"4550",3,2,0.209,4.434,46
"4551",3,4,0.361,4.434,46
"4552",3,6,0.175,4.434,46
"4553",3,8,0.054,4.434,46
"4554",3,10,0.109,4.434,46
"4555",4,0,0.094,4.448,46
"4556",4,2,0.2,4.448,46
"4557",4,4,0.363,4.448,46
"4558",4,6,0.178,4.448,46
"4559",4,8,0.061,4.448,46
"4560",4,10,0.104,4.448,46
"4561",5,0,0.101,4.372,46
"4562",5,2,0.199,4.372,46
"4563",5,4,0.373,4.372,46
"4564",5,6,0.172,4.372,46
"4565",5,8,0.05,4.372,46
"4566",5,10,0.105,4.372,46
"4567",6,0,0.1,4.35,46
"4568",6,2,0.194,4.35,46
"4569",6,4,0.381,4.35,46
"4570",6,6,0.176,4.35,46
"4571",6,8,0.054,4.35,46
"4572",6,10,0.095,4.35,46
"4573",7,0,0.105,4.252,46
"4574",7,2,0.2,4.252,46
"4575",7,4,0.388,4.252,46
"4576",7,6,0.161,4.252,46
"4577",7,8,0.063,4.252,46
"4578",7,10,0.083,4.252,46
"4579",8,0,0.106,4.286,46
"4580",8,2,0.187,4.286,46
"4581",8,4,0.4,4.286,46
"4582",8,6,0.159,4.286,46
"4583",8,8,0.061,4.286,46
"4584",8,10,0.087,4.286,46
"4585",9,0,0.097,4.366,46
"4586",9,2,0.182,4.366,46
"4587",9,4,0.396,4.366,46
"4588",9,6,0.178,4.366,46
"4589",9,8,0.06,4.366,46
"4590",9,10,0.087,4.366,46
"4591",10,0,0.091,4.444,46
"4592",10,2,0.174,4.444,46
"4593",10,4,0.411,4.444,46
"4594",10,6,0.163,4.444,46
"4595",10,8,0.068,4.444,46
"4596",10,10,0.093,4.444,46
"4597",11,0,0.101,4.368,46
"4598",11,2,0.176,4.368,46
"4599",11,4,0.41,4.368,46
"4600",11,6,0.154,4.368,46
"4601",11,8,0.069,4.368,46
"4602",11,10,0.09,4.368,46
"4603",12,0,0.098,4.56,46
"4604",12,2,0.155,4.56,46
"4605",12,4,0.397,4.56,46
"4606",12,6,0.171,4.56,46
"4607",12,8,0.077,4.56,46
"4608",12,10,0.102,4.56,46
"4609",13,0,0.082,4.696,46
"4610",13,2,0.152,4.696,46
"4611",13,4,0.411,4.696,46
"4612",13,6,0.163,4.696,46
"4613",13,8,0.075,4.696,46
"4614",13,10,0.117,4.696,46
"4615",14,0,0.079,4.806,46
"4616",14,2,0.155,4.806,46
"4617",14,4,0.397,4.806,46
"4618",14,6,0.16,4.806,46
"4619",14,8,0.071,4.806,46
"4620",14,10,0.138,4.806,46
"4621",1,0,0.092,4.632,45
"4622",1,2,0.197,4.632,45
"4623",1,4,0.328,4.632,45
"4624",1,6,0.189,4.632,45
"4625",1,8,0.074,4.632,45
"4626",1,10,0.12,4.632,45
"4627",2,0,0.098,4.572,45
"4628",2,2,0.202,4.572,45
"4629",2,4,0.337,4.572,45
"4630",2,6,0.169,4.572,45
"4631",2,8,0.067,4.572,45
"4632",2,10,0.127,4.572,45
"4633",3,0,0.102,4.606,45
"4634",3,2,0.209,4.606,45
"4635",3,4,0.317,4.606,45
"4636",3,6,0.168,4.606,45
"4637",3,8,0.064,4.606,45
"4638",3,10,0.14,4.606,45
"4639",4,0,0.114,4.59,45
"4640",4,2,0.195,4.59,45
"4641",4,4,0.323,4.59,45
"4642",4,6,0.167,4.59,45
"4643",4,8,0.052,4.59,45
"4644",4,10,0.149,4.59,45
"4645",5,0,0.108,4.636,45
"4646",5,2,0.205,4.636,45
"4647",5,4,0.326,4.636,45
"4648",5,6,0.144,4.636,45
"4649",5,8,0.056,4.636,45
"4650",5,10,0.161,4.636,45
"4651",6,0,0.096,4.732,45
"4652",6,2,0.21,4.732,45
"4653",6,4,0.311,4.732,45
"4654",6,6,0.155,4.732,45
"4655",6,8,0.071,4.732,45
"4656",6,10,0.157,4.732,45
"4657",7,0,0.104,4.5,45
"4658",7,2,0.225,4.5,45
"4659",7,4,0.329,4.5,45
"4660",7,6,0.141,4.5,45
"4661",7,8,0.061,4.5,45
"4662",7,10,0.14,4.5,45
"4663",8,0,0.091,4.644,45
"4664",8,2,0.222,4.644,45
"4665",8,4,0.334,4.644,45
"4666",8,6,0.138,4.644,45
"4667",8,8,0.057,4.644,45
"4668",8,10,0.158,4.644,45
"4669",9,0,0.088,4.604,45
"4670",9,2,0.218,4.604,45
"4671",9,4,0.355,4.604,45
"4672",9,6,0.137,4.604,45
"4673",9,8,0.047,4.604,45
"4674",9,10,0.155,4.604,45
"4675",10,0,0.091,4.676,45
"4676",10,2,0.228,4.676,45
"4677",10,4,0.318,4.676,45
"4678",10,6,0.151,4.676,45
"4679",10,8,0.039,4.676,45
"4680",10,10,0.173,4.676,45
"4681",11,0,0.105,4.53,45
"4682",11,2,0.229,4.53,45
"4683",11,4,0.318,4.53,45
"4684",11,6,0.148,4.53,45
"4685",11,8,0.044,4.53,45
"4686",11,10,0.156,4.53,45
"4687",12,0,0.095,4.602,45
"4688",12,2,0.237,4.602,45
"4689",12,4,0.308,4.602,45
"4690",12,6,0.154,4.602,45
"4691",12,8,0.044,4.602,45
"4692",12,10,0.162,4.602,45
"4693",13,0,0.103,4.536,45
"4694",13,2,0.228,4.536,45
"4695",13,4,0.306,4.536,45
"4696",13,6,0.172,4.536,45
"4697",13,8,0.043,4.536,45
"4698",13,10,0.148,4.536,45
"4699",14,0,0.108,4.554,45
"4700",14,2,0.215,4.554,45
"4701",14,4,0.318,4.554,45
"4702",14,6,0.163,4.554,45
"4703",14,8,0.043,4.554,45
"4704",14,10,0.153,4.554,45
"4705",1,0,0.091,4.608,44
"4706",1,2,0.199,4.608,44
"4707",1,4,0.33,4.608,44
"4708",1,6,0.189,4.608,44
"4709",1,8,0.077,4.608,44
"4710",1,10,0.114,4.608,44
"4711",2,0,0.077,4.52,44
"4712",2,2,0.217,4.52,44
"4713",2,4,0.352,4.52,44
"4714",2,6,0.183,4.52,44
"4715",2,8,0.065,4.52,44
"4716",2,10,0.106,4.52,44
"4717",3,0,0.069,4.62,44
"4718",3,2,0.203,4.62,44
"4719",3,4,0.354,4.62,44
"4720",3,6,0.201,4.62,44
"4721",3,8,0.069,4.62,44
"4722",3,10,0.104,4.62,44
"4723",4,0,0.066,4.612,44
"4724",4,2,0.218,4.612,44
"4725",4,4,0.35,4.612,44
"4726",4,6,0.185,4.612,44
"4727",4,8,0.072,4.612,44
"4728",4,10,0.109,4.612,44
"4729",5,0,0.063,4.622,44
"4730",5,2,0.236,4.622,44
"4731",5,4,0.336,4.622,44
"4732",5,6,0.17,4.622,44
"4733",5,8,0.082,4.622,44
"4734",5,10,0.113,4.622,44
"4735",6,0,0.042,4.79,44
"4736",6,2,0.226,4.79,44
"4737",6,4,0.353,4.79,44
"4738",6,6,0.178,4.79,44
"4739",6,8,0.076,4.79,44
"4740",6,10,0.125,4.79,44
"4741",7,0,0.035,4.814,44
"4742",7,2,0.22,4.814,44
"4743",7,4,0.371,4.814,44
"4744",7,6,0.171,4.814,44
"4745",7,8,0.083,4.814,44
"4746",7,10,0.12,4.814,44
"4747",8,0,0.025,5.026,44
"4748",8,2,0.214,5.026,44
"4749",8,4,0.349,5.026,44
"4750",8,6,0.183,5.026,44
"4751",8,8,0.093,5.026,44
"4752",8,10,0.136,5.026,44
"4753",9,0,0.023,5.17,44
"4754",9,2,0.202,5.17,44
"4755",9,4,0.338,5.17,44
"4756",9,6,0.189,5.17,44
"4757",9,8,0.1,5.17,44
"4758",9,10,0.148,5.17,44
"4759",10,0,0.022,5.118,44
"4760",10,2,0.204,5.118,44
"4761",10,4,0.339,5.118,44
"4762",10,6,0.192,5.118,44
"4763",10,8,0.114,5.118,44
"4764",10,10,0.129,5.118,44
"4765",11,0,0.02,5.182,44
"4766",11,2,0.195,5.182,44
"4767",11,4,0.344,5.182,44
"4768",11,6,0.196,5.182,44
"4769",11,8,0.105,5.182,44
"4770",11,10,0.14,5.182,44
"4771",12,0,0.02,5.268,44
"4772",12,2,0.212,5.268,44
"4773",12,4,0.296,5.268,44
"4774",12,6,0.201,5.268,44
"4775",12,8,0.128,5.268,44
"4776",12,10,0.143,5.268,44
"4777",13,0,0.02,5.164,44
"4778",13,2,0.224,5.164,44
"4779",13,4,0.288,5.164,44
"4780",13,6,0.212,5.164,44
"4781",13,8,0.134,5.164,44
"4782",13,10,0.122,5.164,44
"4783",14,0,0.02,5.018,44
"4784",14,2,0.227,5.018,44
"4785",14,4,0.309,5.018,44
"4786",14,6,0.219,5.018,44
"4787",14,8,0.118,5.018,44
"4788",14,10,0.107,5.018,44
"4789",1,0,0.085,4.756,43
"4790",1,2,0.195,4.756,43
"4791",1,4,0.318,4.756,43
"4792",1,6,0.196,4.756,43
"4793",1,8,0.071,4.756,43
"4794",1,10,0.135,4.756,43
"4795",2,0,0.067,4.806,43
"4796",2,2,0.201,4.806,43
"4797",2,4,0.322,4.806,43
"4798",2,6,0.202,4.806,43
"4799",2,8,0.088,4.806,43
"4800",2,10,0.12,4.806,43
"4801",3,0,0.068,4.866,43
"4802",3,2,0.182,4.866,43
"4803",3,4,0.324,4.866,43
"4804",3,6,0.216,4.866,43
"4805",3,8,0.095,4.866,43
"4806",3,10,0.115,4.866,43
"4807",4,0,0.074,4.776,43
"4808",4,2,0.182,4.776,43
"4809",4,4,0.335,4.776,43
"4810",4,6,0.208,4.776,43
"4811",4,8,0.093,4.776,43
"4812",4,10,0.108,4.776,43
"4813",5,0,0.069,4.84,43
"4814",5,2,0.174,4.84,43
"4815",5,4,0.345,4.84,43
"4816",5,6,0.203,4.84,43
"4817",5,8,0.098,4.84,43
"4818",5,10,0.111,4.84,43
"4819",6,0,0.075,4.874,43
"4820",6,2,0.156,4.874,43
"4821",6,4,0.345,4.874,43
"4822",6,6,0.215,4.874,43
"4823",6,8,0.099,4.874,43
"4824",6,10,0.11,4.874,43
"4825",7,0,0.075,4.982,43
"4826",7,2,0.144,4.982,43
"4827",7,4,0.335,4.982,43
"4828",7,6,0.225,4.982,43
"4829",7,8,0.103,4.982,43
"4830",7,10,0.118,4.982,43
"4831",8,0,0.084,4.918,43
"4832",8,2,0.147,4.918,43
"4833",8,4,0.328,4.918,43
"4834",8,6,0.226,4.918,43
"4835",8,8,0.097,4.918,43
"4836",8,10,0.118,4.918,43
"4837",9,0,0.089,4.804,43
"4838",9,2,0.143,4.804,43
"4839",9,4,0.343,4.804,43
"4840",9,6,0.232,4.804,43
"4841",9,8,0.088,4.804,43
"4842",9,10,0.105,4.804,43
"4843",10,0,0.088,4.898,43
"4844",10,2,0.134,4.898,43
"4845",10,4,0.346,4.898,43
"4846",10,6,0.219,4.898,43
"4847",10,8,0.099,4.898,43
"4848",10,10,0.114,4.898,43
"4849",11,0,0.098,5.03,43
"4850",11,2,0.13,5.03,43
"4851",11,4,0.332,5.03,43
"4852",11,6,0.184,5.03,43
"4853",11,8,0.111,5.03,43
"4854",11,10,0.145,5.03,43
"4855",12,0,0.069,5.054,43
"4856",12,2,0.146,5.054,43
"4857",12,4,0.365,5.054,43
"4858",12,6,0.172,5.054,43
"4859",12,8,0.105,5.054,43
"4860",12,10,0.143,5.054,43
"4861",13,0,0.081,4.936,43
"4862",13,2,0.135,4.936,43
"4863",13,4,0.364,4.936,43
"4864",13,6,0.197,4.936,43
"4865",13,8,0.101,4.936,43
"4866",13,10,0.122,4.936,43
"4867",14,0,0.083,4.85,43
"4868",14,2,0.13,4.85,43
"4869",14,4,0.388,4.85,43
"4870",14,6,0.195,4.85,43
"4871",14,8,0.086,4.85,43
"4872",14,10,0.118,4.85,43
"4873",1,0,0.113,4.44,42
"4874",1,2,0.202,4.44,42
"4875",1,4,0.316,4.44,42
"4876",1,6,0.195,4.44,42
"4877",1,8,0.069,4.44,42
"4878",1,10,0.105,4.44,42
"4879",2,0,0.107,4.608,42
"4880",2,2,0.2,4.608,42
"4881",2,4,0.303,4.608,42
"4882",2,6,0.184,4.608,42
"4883",2,8,0.084,4.608,42
"4884",2,10,0.122,4.608,42
"4885",3,0,0.113,4.602,42
"4886",3,2,0.183,4.602,42
"4887",3,4,0.318,4.602,42
"4888",3,6,0.187,4.602,42
"4889",3,8,0.074,4.602,42
"4890",3,10,0.125,4.602,42
"4891",4,0,0.123,4.59,42
"4892",4,2,0.186,4.59,42
"4893",4,4,0.292,4.59,42
"4894",4,6,0.19,4.59,42
"4895",4,8,0.09,4.59,42
"4896",4,10,0.119,4.59,42
"4897",5,0,0.125,4.648,42
"4898",5,2,0.169,4.648,42
"4899",5,4,0.283,4.648,42
"4900",5,6,0.227,4.648,42
"4901",5,8,0.072,4.648,42
"4902",5,10,0.124,4.648,42
"4903",6,0,0.125,4.658,42
"4904",6,2,0.172,4.658,42
"4905",6,4,0.286,4.658,42
"4906",6,6,0.211,4.658,42
"4907",6,8,0.078,4.658,42
"4908",6,10,0.128,4.658,42
"4909",7,0,0.109,4.644,42
"4910",7,2,0.185,4.644,42
"4911",7,4,0.285,4.644,42
"4912",7,6,0.229,4.644,42
"4913",7,8,0.08,4.644,42
"4914",7,10,0.112,4.644,42
"4915",8,0,0.11,4.532,42
"4916",8,2,0.197,4.532,42
"4917",8,4,0.287,4.532,42
"4918",8,6,0.227,4.532,42
"4919",8,8,0.081,4.532,42
"4920",8,10,0.098,4.532,42
"4921",9,0,0.111,4.484,42
"4922",9,2,0.206,4.484,42
"4923",9,4,0.292,4.484,42
"4924",9,6,0.211,4.484,42
"4925",9,8,0.081,4.484,42
"4926",9,10,0.099,4.484,42
"4927",10,0,0.118,4.384,42
"4928",10,2,0.215,4.384,42
"4929",10,4,0.291,4.384,42
"4930",10,6,0.203,4.384,42
"4931",10,8,0.079,4.384,42
"4932",10,10,0.094,4.384,42
"4933",11,0,0.113,4.432,42
"4934",11,2,0.206,4.432,42
"4935",11,4,0.306,4.432,42
"4936",11,6,0.194,4.432,42
"4937",11,8,0.089,4.432,42
"4938",11,10,0.092,4.432,42
"4939",12,0,0.117,4.392,42
"4940",12,2,0.203,4.392,42
"4941",12,4,0.31,4.392,42
"4942",12,6,0.197,4.392,42
"4943",12,8,0.083,4.392,42
"4944",12,10,0.09,4.392,42
"4945",13,0,0.123,4.34,42
"4946",13,2,0.188,4.34,42
"4947",13,4,0.318,4.34,42
"4948",13,6,0.214,4.34,42
"4949",13,8,0.081,4.34,42
"4950",13,10,0.076,4.34,42
"4951",14,0,0.119,4.262,42
"4952",14,2,0.212,4.262,42
"4953",14,4,0.319,4.262,42
"4954",14,6,0.199,4.262,42
"4955",14,8,0.071,4.262,42
"4956",14,10,0.08,4.262,42
"4957",1,0,0.106,4.47,41
"4958",1,2,0.192,4.47,41
"4959",1,4,0.351,4.47,41
"4960",1,6,0.175,4.47,41
"4961",1,8,0.064,4.47,41
"4962",1,10,0.112,4.47,41
"4963",2,0,0.109,4.476,41
"4964",2,2,0.19,4.476,41
"4965",2,4,0.344,4.476,41
"4966",2,6,0.181,4.476,41
"4967",2,8,0.063,4.476,41
"4968",2,10,0.113,4.476,41
"4969",3,0,0.097,4.6,41
"4970",3,2,0.189,4.6,41
"4971",3,4,0.335,4.6,41
"4972",3,6,0.193,4.6,41
"4973",3,8,0.068,4.6,41
"4974",3,10,0.118,4.6,41
"4975",4,0,0.092,4.574,41
"4976",4,2,0.2,4.574,41
"4977",4,4,0.329,4.574,41
"4978",4,6,0.197,4.574,41
"4979",4,8,0.072,4.574,41
"4980",4,10,0.11,4.574,41
"4981",5,0,0.075,4.698,41
"4982",5,2,0.211,4.698,41
"4983",5,4,0.32,4.698,41
"4984",5,6,0.196,4.698,41
"4985",5,8,0.08,4.698,41
"4986",5,10,0.118,4.698,41
"4987",6,0,0.06,4.712,41
"4988",6,2,0.215,4.712,41
"4989",6,4,0.317,4.712,41
"4990",6,6,0.229,4.712,41
"4991",6,8,0.075,4.712,41
"4992",6,10,0.104,4.712,41
"4993",7,0,0.055,4.572,41
"4994",7,2,0.235,4.572,41
"4995",7,4,0.33,4.572,41
"4996",7,6,0.225,4.572,41
"4997",7,8,0.059,4.572,41
"4998",7,10,0.096,4.572,41
"4999",8,0,0.044,4.618,41
"5000",8,2,0.214,4.618,41
"5001",8,4,0.353,4.618,41
"5002",8,6,0.245,4.618,41
"5003",8,8,0.066,4.618,41
"5004",8,10,0.078,4.618,41
"5005",9,0,0.04,4.728,41
"5006",9,2,0.193,4.728,41
"5007",9,4,0.36,4.728,41
"5008",9,6,0.262,4.728,41
"5009",9,8,0.06,4.728,41
"5010",9,10,0.085,4.728,41
"5011",10,0,0.034,4.83,41
"5012",10,2,0.19,4.83,41
"5013",10,4,0.35,4.83,41
"5014",10,6,0.268,4.83,41
"5015",10,8,0.069,4.83,41
"5016",10,10,0.089,4.83,41
"5017",11,0,0.025,4.878,41
"5018",11,2,0.193,4.878,41
"5019",11,4,0.347,4.878,41
"5020",11,6,0.273,4.878,41
"5021",11,8,0.077,4.878,41
"5022",11,10,0.085,4.878,41
"5023",12,0,0.015,4.986,41
"5024",12,2,0.177,4.986,41
"5025",12,4,0.364,4.986,41
"5026",12,6,0.272,4.986,41
"5027",12,8,0.088,4.986,41
"5028",12,10,0.084,4.986,41
"5029",13,0,0.011,4.99,41
"5030",13,2,0.186,4.99,41
"5031",13,4,0.357,4.99,41
"5032",13,6,0.277,4.99,41
"5033",13,8,0.081,4.99,41
"5034",13,10,0.088,4.99,41
"5035",14,0,0.014,4.956,41
"5036",14,2,0.193,4.956,41
"5037",14,4,0.357,4.956,41
"5038",14,6,0.265,4.956,41
"5039",14,8,0.079,4.956,41
"5040",14,10,0.092,4.956,41
"5041",1,0,0.103,4.416,40
"5042",1,2,0.222,4.416,40
"5043",1,4,0.316,4.416,40
"5044",1,6,0.187,4.416,40
"5045",1,8,0.067,4.416,40
"5046",1,10,0.105,4.416,40
"5047",2,0,0.096,4.472,40
"5048",2,2,0.225,4.472,40
"5049",2,4,0.321,4.472,40
"5050",2,6,0.174,4.472,40
"5051",2,8,0.073,4.472,40
"5052",2,10,0.111,4.472,40
"5053",3,0,0.085,4.418,40
"5054",3,2,0.247,4.418,40
"5055",3,4,0.326,4.418,40
"5056",3,6,0.165,4.418,40
"5057",3,8,0.07,4.418,40
"5058",3,10,0.107,4.418,40
"5059",4,0,0.074,4.56,40
"5060",4,2,0.243,4.56,40
"5061",4,4,0.336,4.56,40
"5062",4,6,0.143,4.56,40
"5063",4,8,0.084,4.56,40
"5064",4,10,0.12,4.56,40
"5065",5,0,0.082,4.584,40
"5066",5,2,0.228,4.584,40
"5067",5,4,0.327,4.584,40
"5068",5,6,0.159,4.584,40
"5069",5,8,0.087,4.584,40
"5070",5,10,0.117,4.584,40
"5071",6,0,0.072,4.418,40
"5072",6,2,0.25,4.418,40
"5073",6,4,0.354,4.418,40
"5074",6,6,0.148,4.418,40
"5075",6,8,0.073,4.418,40
"5076",6,10,0.103,4.418,40
"5077",7,0,0.074,4.412,40
"5078",7,2,0.24,4.412,40
"5079",7,4,0.372,4.412,40
"5080",7,6,0.134,4.412,40
"5081",7,8,0.08,4.412,40
